tiempo,tipo,accel_x,accel_y,accel_z,gyros_x,gyros_y,gyros_z,edad,sexo
1.024732,Curl femoral,1.186288,0.225797,-0.129914,-0.439472,0.039406,-2.388557,24,Mujer
1.752409,Curl femoral,0.275903,0.796360,-0.006749,0.068462,-0.085821,0.278786,24,Mujer
2.278913,Curl femoral,1.134647,0.303248,-0.124612,0.392832,-0.353991,2.386271,24,Mujer
2.788880,Curl femoral,1.037184,0.292808,-0.002410,-0.364336,0.372939,-2.364733,24,Mujer
3.309006,Curl femoral,0.267903,0.876481,-0.024585,-0.013394,-0.016183,0.122710,24,Mujer
3.873487,Curl femoral,1.016333,0.216571,-0.112078,0.252333,-0.221433,1.680722,24,Mujer
4.398580,Curl femoral,0.889534,0.424159,-0.020005,-0.496588,0.268175,-2.415129,24,Mujer
4.918612,Curl femoral,0.373852,0.753385,-0.024344,-0.332876,-0.253504,1.572294,24,Mujer
5.460083,Curl femoral,1.085188,0.313202,-0.028441,0.210183,0.112099,-0.339104,24,Mujer
5.961560,Curl femoral,0.961056,0.573233,0.005118,-0.040883,0.357056,-2.032728,24,Mujer
6.463336,Curl femoral,0.606600,0.508650,-0.028682,0.012568,-0.435847,2.243940,24,Mujer
6.967433,Curl femoral,1.033062,0.203703,-0.173059,-0.105940,0.061092,-0.501899,24,Mujer
7.494217,Curl femoral,0.585507,0.508165,-0.023862,-0.107467,0.052540,-1.631084,24,Mujer
8.007560,Curl femoral,0.995968,0.414204,-0.167033,0.128022,-0.414467,3.083269,24,Mujer
8.520545,Curl femoral,1.024334,0.231624,-0.160525,-0.496588,0.156387,-1.996686,24,Mujer
9.036132,Curl femoral,0.518592,0.722308,-0.031093,-0.042715,0.162495,-1.102685,24,Mujer
9.561005,Curl femoral,1.116221,0.386283,-0.081950,0.256914,-0.544887,3.119921,24,Mujer
10.039032,Curl femoral,0.942145,0.246434,-0.121960,-0.334098,0.092551,-2.257831,24,Mujer
10.525110,Curl femoral,0.385004,0.795874,0.026076,-0.011256,0.230912,-1.163161,24,Mujer
11.010635,Curl femoral,1.023607,0.489470,-0.060980,0.344268,-0.534502,3.370681,24,Mujer
11.491007,Curl femoral,1.034517,0.207345,-0.173300,-0.385716,0.120040,-1.732487,24,Mujer
11.987476,Curl femoral,0.318089,0.852930,0.028269,-0.184436,0.371106,-1.594126,24,Mujer
12.578045,Curl femoral,1.004454,0.531716,-0.083878,0.380920,-0.364376,3.322728,24,Mujer
13.069792,Curl femoral,1.053185,0.203460,-0.112078,-0.258961,0.168910,-2.035782,24,Mujer
13.563099,Curl femoral,0.373609,0.730320,-0.009400,0.069379,0.087970,-1.447213,24,Mujer
14.070168,Curl femoral,1.106766,0.513263,-0.127022,0.032116,-0.577568,3.300126,24,Mujer
14.574062,Curl femoral,1.203986,0.299363,-0.146304,-0.142286,0.252598,-2.656726,24,Mujer
15.065800,Curl femoral,0.160257,0.704098,0.034361,-0.251326,0.060786,-0.442645,24,Mujer
15.549993,Curl femoral,1.191379,0.293536,-0.083878,0.409936,-0.400111,3.050282,24,Mujer
16.048340,Curl femoral,1.136102,0.414690,-0.071827,-0.168859,0.354002,-2.663446,24,Mujer
16.550200,Curl femoral,0.189108,0.933295,0.029975,0.376033,0.007336,-0.479603,24,Mujer
17.043559,Curl femoral,1.059004,0.548468,-0.140761,0.029367,-0.581233,2.876796,24,Mujer
17.540493,Curl femoral,1.019243,0.468832,-0.170407,-0.377164,0.280698,-2.321362,24,Mujer
18.042052,Curl femoral,0.131648,0.837634,-0.039288,0.384585,0.009779,-0.778010,24,Mujer
18.529760,Curl femoral,1.101917,0.485585,-0.123648,0.052580,-0.602613,3.313870,24,Mujer
19.024295,Curl femoral,1.033304,0.276298,-0.078575,0.602664,0.437690,-2.772180,24,Mujer
19.514354,Curl femoral,0.024487,0.504523,-0.001928,0.125578,-0.022291,-1.294802,24,Mujer
20.021157,Curl femoral,1.187985,0.443582,-0.134735,0.078236,-0.577568,3.357242,24,Mujer
20.522723,Curl femoral,1.101189,0.360790,-0.098581,-0.188101,0.074225,-2.689408,24,Mujer
21.030841,Curl femoral,0.071522,0.599940,0.129403,0.627099,-0.018321,-0.607884,24,Mujer
21.624291,Curl femoral,1.071611,0.303248,-0.101232,0.340908,-0.287407,2.140093,24,Mujer
22.115668,Curl femoral,1.026758,0.432414,-0.083878,-0.330127,0.287112,-2.809137,24,Mujer
22.610373,Curl femoral,0.077098,0.708469,-0.007231,-0.163361,-0.083378,1.024653,24,Mujer
23.101210,Curl femoral,1.131737,0.331169,-0.127263,0.296315,-0.313674,1.957750,24,Mujer
23.568613,Curl femoral,1.105796,0.558423,-0.176915,-0.539349,0.328651,-2.987815,24,Mujer
24.049128,Curl femoral,0.199533,0.612080,0.040210,0.284098,-0.110867,1.017628,24,Mujer
24.534127,Curl femoral,1.089552,0.335297,-0.094242,0.545243,-0.175924,1.597645,24,Mujer
25.013783,Curl femoral,1.058761,0.645585,-0.023380,0.128327,0.244962,-2.441702,24,Mujer
25.501105,Curl femoral,0.165348,0.706769,0.112588,0.120691,-0.124000,0.436084,24,Mujer
25.981669,Curl femoral,1.338301,0.408620,-0.107017,0.359540,-0.086127,2.504169,24,Mujer
26.466375,Curl femoral,1.082764,0.488499,-0.111837,-0.905562,0.517103,-2.455141,24,Mujer
26.945970,Curl femoral,0.113950,0.920912,0.109176,-0.028665,0.016804,-0.169589,24,Mujer
27.433715,Curl femoral,1.085915,0.416632,-0.066765,0.085872,-0.621856,2.822735,24,Mujer
27.917340,Curl femoral,1.107008,0.445039,-0.047483,-0.009423,0.140504,-2.629848,24,Mujer
28.398454,Curl femoral,0.011395,0.447952,-0.119068,-0.163056,0.069338,-1.044958,24,Mujer
28.886767,Curl femoral,1.099735,0.530016,-0.133771,0.001267,-0.596810,3.350217,24,Mujer
29.383381,Curl femoral,1.101917,0.314416,-0.104365,-0.333182,0.233967,-2.381532,24,Mujer
29.891645,Curl femoral,0.104252,0.763340,0.014622,0.414517,0.043377,-1.225469,24,Mujer
30.391130,Curl femoral,0.857531,0.674478,0.005605,0.140239,-0.460587,2.925666,24,Mujer
30.959827,Curl femoral,1.065065,0.284067,-0.109909,-0.205205,0.133174,-1.650326,24,Mujer
31.455081,Curl femoral,0.385247,0.885222,0.026807,-0.444970,0.209837,-1.681786,24,Mujer
31.945859,Curl femoral,0.538472,0.781549,0.041672,-0.181076,-0.415383,2.861219,24,Mujer
32.440736,Curl femoral,1.018273,0.257603,-0.136422,0.216292,0.015888,-0.231286,24,Mujer
32.929512,Curl femoral,0.596902,0.790775,-0.004580,-0.270568,0.156081,-2.714453,24,Mujer
33.425118,Curl femoral,0.295299,0.724736,0.026807,0.496984,-0.213798,1.882919,24,Mujer
33.936689,Curl femoral,1.036214,0.322429,-0.093519,0.201325,-0.144464,0.797716,24,Mujer
34.454106,Curl femoral,0.935599,0.827194,-0.119068,-0.312718,0.062924,-2.494236,24,Mujer
34.963757,Curl femoral,0.323180,0.842733,-0.004821,0.162841,-0.151489,1.670032,24,Mujer
35.479709,Curl femoral,1.076460,0.253475,-0.127504,0.223622,0.004892,0.961734,24,Mujer
35.985011,Curl femoral,0.912566,0.639273,-0.102919,-0.026527,0.190290,-2.608468,24,Mujer
36.494805,Curl femoral,0.272509,0.708226,0.015109,0.081596,-0.156987,1.539612,24,Mujer
37.015414,Curl femoral,1.030880,0.377785,-0.020246,-0.064706,-0.215325,0.740295,24,Mujer
37.537157,Curl femoral,0.877169,0.828651,-0.282003,0.324720,-0.141410,-2.394971,24,Mujer
38.097148,Curl femoral,0.198563,0.703127,0.118193,0.173837,-0.241286,1.580846,24,Mujer
38.608022,Curl femoral,1.057549,0.430228,-0.072791,0.568761,-0.322226,1.467530,24,Mujer
39.121259,Curl femoral,0.977299,0.697786,-0.053990,-0.222004,0.593461,-2.604497,24,Mujer
39.729681,Curl femoral,0.458950,0.951747,0.027781,0.829295,-0.328946,2.352063,24,Mujer
40.242164,Curl femoral,1.077672,0.261488,-0.135217,-0.022557,-0.011601,-0.314975,24,Mujer
40.758899,Curl femoral,0.485377,0.806071,0.123798,-0.398544,0.357361,-2.388862,24,Mujer
41.272358,Curl femoral,0.386944,0.692930,0.074328,0.985371,-0.394308,2.163306,24,Mujer
41.788604,Curl femoral,1.031850,0.268043,-0.125094,0.085567,-0.029622,0.445247,24,Mujer
42.319993,Curl femoral,0.747703,1.042551,-0.051821,-1.232986,0.066895,-2.849760,24,Mujer
42.798371,Curl femoral,0.350092,0.715753,0.122092,1.066922,-0.503042,2.360310,24,Mujer
43.274546,Curl femoral,1.073066,0.325585,-0.143653,-0.056154,-0.243730,0.638892,24,Mujer
43.749785,Curl femoral,0.814376,0.552839,-0.052062,-0.123044,0.336592,-2.838764,24,Mujer
44.225337,Curl femoral,-0.075532,0.893962,-0.015667,0.025702,-0.026567,0.749458,24,Mujer
44.700159,Curl femoral,0.997665,0.493355,-0.057365,0.437425,-0.267554,2.634588,24,Mujer
45.180811,Curl femoral,1.080096,0.387983,-0.086288,-0.254991,0.249544,-2.174448,24,Mujer
45.656558,Curl femoral,0.196139,0.876967,0.097966,-0.250409,0.149362,-1.486309,24,Mujer
46.136013,Curl femoral,0.503318,0.799759,0.029244,0.745301,-0.268470,2.235082,24,Mujer
46.616364,Curl femoral,1.024092,0.261973,-0.113765,0.290817,-0.236705,0.917141,24,Mujer
47.089040,Curl femoral,0.978512,0.464462,-0.125576,-0.090668,0.372022,-2.660086,24,Mujer
47.571060,Curl femoral,-0.053563,0.727892,-0.059775,0.204685,0.014666,-0.231897,24,Mujer
48.056503,Curl femoral,0.987240,0.613780,-0.131843,0.214459,-0.466390,3.142523,24,Mujer
48.631999,Curl femoral,0.918143,0.325828,-0.228736,-0.263543,0.388821,-2.124357,24,Mujer
49.120748,Curl femoral,0.305724,0.674478,0.151579,0.002489,0.123705,-1.675066,24,Mujer
49.604650,Curl femoral,0.660423,0.844918,0.003168,0.374506,-0.620328,2.610459,24,Mujer
50.090944,Curl femoral,1.023122,0.259788,-0.110632,0.071822,-0.003049,0.123932,24,Mujer
50.609212,Curl femoral,0.752552,0.697786,0.062630,0.043722,0.697919,-2.500956,24,Mujer
51.148998,Curl femoral,0.202927,0.783492,0.077739,0.029061,-0.252587,1.824275,24,Mujer
51.629796,Curl femoral,1.085188,0.333840,-0.174505,0.073960,-0.238843,1.683471,24,Mujer
52.120309,Curl femoral,1.056094,0.501852,-0.028441,-0.325851,0.511605,-2.636873,24,Mujer
52.612870,Curl femoral,0.017941,0.718180,0.016815,0.231563,-0.025040,0.435779,24,Mujer
53.100752,Curl femoral,1.015363,0.437512,-0.053749,0.185443,-0.378731,2.468738,24,Mujer
53.590948,Curl femoral,1.048094,0.439697,-0.140761,-0.165499,0.364386,-2.229121,24,Mujer
54.074610,Curl femoral,0.223778,0.877938,0.102353,-0.121211,0.100187,-1.386127,24,Mujer
54.561912,Curl femoral,0.794010,0.538028,0.027781,0.328385,-0.637127,3.272332,24,Mujer
55.051230,Curl femoral,1.028698,0.186222,-0.102678,-0.117852,0.144169,-1.215084,24,Mujer
55.537815,Curl femoral,0.486104,1.035268,-0.043626,-0.396712,0.246489,-2.287153,24,Mujer
56.033842,Curl femoral,0.712791,0.446253,-0.063149,0.168644,-0.701268,3.561576,24,Mujer
56.518945,Curl femoral,1.050276,0.220698,-0.112801,-0.284312,0.063841,-1.025411,24,Mujer
